Bandit,Reward,Algorithm
2,2.606799909783927,ThompsonSamplingBandit
2,2.459798980164991,ThompsonSamplingBandit
2,4.2999873056976465,ThompsonSamplingBandit
2,2.980482260470609,ThompsonSamplingBandit
2,2.1771113043965435,ThompsonSamplingBandit
2,3.173670440937088,ThompsonSamplingBandit
2,2.900222000140309,ThompsonSamplingBandit
2,2.913019267599817,ThompsonSamplingBandit
2,4.697959307925169,ThompsonSamplingBandit
2,1.8646142820925888,ThompsonSamplingBandit
2,4.300860611241666,ThompsonSamplingBandit
2,2.2231173124090784,ThompsonSamplingBandit
2,3.487795346256247,ThompsonSamplingBandit
2,2.284033292437993,ThompsonSamplingBandit
2,3.171308001106766,ThompsonSamplingBandit
2,3.797750727743534,ThompsonSamplingBandit
2,3.6015326976081137,ThompsonSamplingBandit
2,3.938760852070445,ThompsonSamplingBandit
2,2.2375317630669516,ThompsonSamplingBandit
2,3.1139918064014256,ThompsonSamplingBandit
2,1.8536466440891954,ThompsonSamplingBandit
2,2.81666975914346,ThompsonSamplingBandit
2,3.496116187964222,ThompsonSamplingBandit
2,3.2829842911540927,ThompsonSamplingBandit
2,4.258235291834777,ThompsonSamplingBandit
2,2.6245355757482636,ThompsonSamplingBandit
2,4.294174113820603,ThompsonSamplingBandit
2,1.0739847302911953,ThompsonSamplingBandit
2,3.6661932725480773,ThompsonSamplingBandit
2,2.7488573791273665,ThompsonSamplingBandit
2,0.7791297088200637,ThompsonSamplingBandit
2,2.447527748514208,ThompsonSamplingBandit
2,3.4407934260315534,ThompsonSamplingBandit
2,1.1851773621695303,ThompsonSamplingBandit
2,2.7874775746345595,ThompsonSamplingBandit
2,2.963118071832141,ThompsonSamplingBandit
2,3.0841304485790064,ThompsonSamplingBandit
2,1.5829333916364992,ThompsonSamplingBandit
2,2.0274508457233247,ThompsonSamplingBandit
2,4.162449063765795,ThompsonSamplingBandit
2,2.2798127540498814,ThompsonSamplingBandit
2,3.71974556491896,ThompsonSamplingBandit
2,3.893483634946906,ThompsonSamplingBandit
2,3.440271072751963,ThompsonSamplingBandit
2,3.4800373503292845,ThompsonSamplingBandit
2,2.4093630205080316,ThompsonSamplingBandit
2,3.1651769411576574,ThompsonSamplingBandit
2,2.536300154650605,ThompsonSamplingBandit
2,3.8750592762396776,ThompsonSamplingBandit
2,3.190205483231867,ThompsonSamplingBandit
2,2.721132340714026,ThompsonSamplingBandit
2,0.7172698959009529,ThompsonSamplingBandit
2,2.2371182907685236,ThompsonSamplingBandit
2,3.7553850176141013,ThompsonSamplingBandit
2,2.982349646175506,ThompsonSamplingBandit
2,3.0872224830741883,ThompsonSamplingBandit
2,1.8833091795553982,ThompsonSamplingBandit
